inID,Commentaire,star,source,company,index_org,star_org,date
1454,"un site d arnaque ! ! j ai fais une commande le produit état cassé et avait été recollé , franchement ! ! ! des produits en réductions qui ont été recyclés ? ? ? on peut se poser la question ! ! ensuite on m offre un bon d achat pour mon anniversaire 10€ pour un montant mini de 20€ . je n ai jamais pu l utiliser : ils se sont trompé en m envoyant le bon ! ! ce n était pas pour un montant mini de 20 mais de 50€ ! ! aucuns gestes commerciales ! ! ! je n irai plus que ce site ! ! ! 😡🤬a fuir ! ! ! autant payé le produit à prix fort et avoir un article en bon état ! !",1,TrustPilot,ShowRoom,1499,1,2020-06-15 00:00:00+00:00
1455,"très déçu sur mon dernier achat ... je commande un beau sac en cuir jaune , je l attend pendant 2mois et au moment de la réception je me rends compte que le sac envoyé par showroom ne correspond pas du tt au model que j avais achète , je reçois un sac marron chocolat de très très mauvaise qualité et ne correspondant pas du tt a la photo du site.pas moyen de joindre showroom , retour par la poste , pas de point relai prêt de chez moi,8euros + 6,90 retiré sur mon remboursement.j ai payé 15euros pour renvoyer un sac , que je n ' avais même pas commandé.qu elle honte a l achat des frais de livraisonau retour des fraisau remboursement des fraiset tt ça pour rien ! ! ! ! je suis écoeuré.🤮fini pour moi showroom .",1,TrustPilot,ShowRoom,1500,1,2020-06-14 00:00:00+00:00
1456,6€50 de retenu sur le remboursement suite au retour de ma commande je trouve ça honteux ! ! !,1,TrustPilot,ShowRoom,1501,1,2020-06-13 00:00:00+00:00
1457,"nous avons commandé un iphone 7 reconditionné payé 225 euros . le micro ne marche pas ! le circuit de la carte mère est endommagé ! comment on le sait ? on a du allé voir un réparateur privé ! on a essayé de joindre le service client qui doit nous rappeler depuis 1 semaine , alors qu'ils sont censés répondre sous 48h normalement ou maxi 72 h ... pas de retour de mail non plus ! la belle arnaque ! mon fils de 12 ans se faisait une joie innommable d'enfin d'avoir un vrai téléphone ... bravo ! quelle conscience , quelle intégrité , quelle honnêteté , j'aurais honte de cautionner un tel commerce ! je suis une smicarde , seule avec 2 enfants , vous imaginez en terme de sacrifice ... et non , il y a pas d'éthique dans cette transaction commerciale . bref , terminez l'achat en ligne ! et je vais payer 100 euros de réparation ! total 225+100= 325 sans compter les 6 e de livraison= 331 euros . prix neuf : 379 euros ! un scandale ! et je ne vous parle pas des milliards d'heures à se prendre la tête ...",1,TrustPilot,ShowRoom,1502,1,2020-06-13 00:00:00+00:00
1458,"client depuis des années chez showroom , je ne commanderais plus rien chez eux , derrière commande reçu pour ma femme ( 3 robes taille 37 sauf qu'elles sont mal taillées ) donc demande de retour , sauf qu'il vous font payer les frais de retour , ce n'ai pas normal ! ! ! !",1,TrustPilot,ShowRoom,1503,1,2020-06-13 00:00:00+00:00
1459,je passe une commande de 2 articles babyliss et à la réception je ne reçoit rien de la commande ? ? je demande le renvoi et la on me dit plus possible remboursement et un avoir de 5€ c'est du foutage de g .. je ne recommande pas showroom.com,1,TrustPilot,ShowRoom,1504,1,2020-06-13 00:00:00+00:00
1460,"dégradation des services : que des erreurs dans les commandes . pas les bons produits . j ’ attends depuis plus d ’ un mois ( ok covid ) mais il faudrait au même être plus sérieux pour les articles commandés .les masques : une horreur . on voit à travers , des tailles pour géant ou pas du tout les articles commandés et pas lebon nombre . déçue à 3000 % et je n ’ arrive pas à retourner les articles ... bug informatique ?",1,TrustPilot,ShowRoom,1505,1,2020-06-12 00:00:00+00:00
1461,idem j ai commandé un canapé gruhier fin février via showroom repousse sans cesse et toujours rien . un courrier reco de mise en demeure est envoyé . et auquel cas je les attaquerai.en attendant j ai été préleve depuis un moment.une incompétence hors norme au niveau service client et je ne commanderai plus chez eux c est certain .,1,TrustPilot,ShowRoom,1506,1,2020-06-12 00:00:00+00:00
1462,"clairement à fuir ! ! ! j'ai commandé un canapé qu'ils sont incapable de livrer depuis maintenant 5 mois ! ! ! ! le service client est très mauvais , et les téléconseillers vous mènent en bateau pour vous faire patienter . promesse non tenue , la gestion des litiges est clairement inexistante ! lamentable ! l'affaire chez showroom privé est de ne pas avoir à faire à eux ! passez votre chemin et vous n'en serez que satisfait ! emmanuel",1,TrustPilot,ShowRoom,1507,1,2020-06-12 00:00:00+00:00
1463,"honteux les frais de retour , plus jamais .",1,TrustPilot,ShowRoom,1508,1,2020-06-12 00:00:00+00:00
1464,"une honte 2 commandes en cours l une qui arrive avec des articles qui ne correspondent en rien aux photos vue sur le site , de qualité médiocre voir même bonne à mettre à la poubelles tellement cela ne ressemble à rien.la deuxième commande toujours en cours de livraison en prétexte le covid mais aurait dû être livré depuis 1 mois . juste lamentable et inacceptable d avoir un service clients aussi nul",1,TrustPilot,ShowRoom,1509,1,2020-06-12 00:00:00+00:00
1465,"reçu une moitié de commande , une demi table et une demi armoire depuis attente d'un enlevement de la marchandise qui ne convient pas et toujours pas de remboursement et cela depuis le 23 mai",1,TrustPilot,ShowRoom,1510,1,2020-06-12 00:00:00+00:00
1466,"j ’ ai reçu ma commande n°195529960 ( vente ma jolie déco tendance ) cassée à l ’ intérieur du colis . le carton était en excellent état donc je pense que la casse ne date pas de la livraison mais de la préparation de la commande . je ne peux pas retourner cet article car il est plutôt bon à finir à la poubelle . donc évitez de commander des articles fragiles ( verres , bougies ) chez eux .",2,TrustPilot,ShowRoom,1511,2,2020-06-12 00:00:00+00:00
1467,"bonjour malheureusement je suis d ’ accord avec les derniers commentaires.adepte depuis très longtemps de ce site et très bonne cliente , j ’ ai demandé la fermeture de mon compte il y a quelques mois ... j ’ ai eu un défaut sur une paire de chaussures portée une fois et aucun retour aucun geste commercial n ’ a été possible et n ’ a été fait ! aucune reconnaissance des clients , bref très déçue . depuis un moment déjà je constatais des défaillances , commande non reçue , délai non respecté pas de gestes commerciaux sauf si vous les réclamez . c ’ est dommage",2,TrustPilot,ShowRoom,1512,2,2020-06-12 00:00:00+00:00
1468,"depuis quelques temps j'ai eu quelques mauvaises expériences avec et aucun geste commercial n'est fait , même pas d'excuses . application désinstallée : vacances annulée , commande reçu incomplète , annulation de produit sur une commande ( j'ai commandé une barre avec crochet pour suspendre les ustensile de cuisine , la barre a été annulé , je me retrouve donc avec des crochets ! ! )",1,TrustPilot,ShowRoom,1513,1,2020-06-12 00:00:00+00:00
1469,"franchement le pire site internet de vente en ligne et le pire sav de la terre . en fait le pire du pire . j ’ ai commandé 3 fois en tout sur ce site . 3 fois à attendre 1 mois voir 2 la réception de ma commande , puis après avoir attendu tout ce temps , les 3 fois hein , je recois un mail « sorry on a plus le produit vous serez remboursé » à chaque fois j ’ ai cru que c ’ était une blague tellement c ’ est abusée et bien évidemment 0 gestes commercial , vraiment à fuir . la 1er fois c ’ était un sac à main attendu au final 2 voir 3 mois alors que c ’ était les soldes et que j ’ aurais pu m ’ en acheter un . d ’ ailleurs je me demande si c ’ est vraiment légal de gonfler ses stock pour vendre comme ça et au final ne pas honorer ses commandes ? j ’ hésite à me renseigner et les mener en justice tellement j ’ ai la haine contre eux .",1,TrustPilot,ShowRoom,1514,1,2020-06-11 00:00:00+00:00
1470,a fuir commande reçu marque fila une paire de claquette et une paire de basket noire colis reçu ce jour deux paires de baskets blanche cela fait 1 mois que nous attendions la commande . puis commande de sous vêtement beige et rouge reçu du corail et du bleu franchement le site a bien changé je ne recommande surtout pas,1,TrustPilot,ShowRoom,1515,1,2020-06-11 00:00:00+00:00
1471,"tellement déçu de ne pas pouvoir mettre moins de 1 * .voilà à quoi vous pouvez vous attendre : j'ai commandé une serre le 23 mars 2020 , livraison prévue le 1er juin 2020 . le délai est long , mais parfait pour mettre mes semis en terre et j'ai le temps de bien m'organiser pour que tout soit parfait . une fois le 2 juin arrivé , je contacte le service clientèle , qui me réponds dans un délai relativement acceptable ( en fin de journée , début de soirée ) , m'informant qu'ils ont leur dépôt qui est en complication avec la reprise , je comprends évidemment le problème , et suis informé que le colis sera expédié au plus tard le 08/06/2020 ... passé cette date , aucune notification de livraison . ah oui j'oubliais , comme seules autres réponse j'avais droit à : nous sommes désolé pour la gêne occasionnée , nous comprenons , nous vous demandons de la patience , etc . j'ai demandé un geste commercial de leur part , j'ai été l'heureux détenteur d'un bon de 15€ valable 3 mois ... et qu'est-ce que je fais avec ces 15€ valables 3mois pour sauver mes plants de tomates , poivrons , piments , ... j'ai vraiment été mal considéré , ou si peu . et dernière information en date : ils viennent de m'annoncer à 23:21 que ma commande a été annulée et qu'ils ne sont pas en mesure de me livrer ... ça valait la peine d'être patient.je le répète : a éviter ! ! ! je vous conseille de faire vivre vos commerces locaux , de faciliter les circuits courts , les schémas économiques tels que srp ne sont pas là pour rendre service à leurs clients , ils sont là pour faire du chiffre et déconsidèrent leur clientèle , ils ne soignent que leur image et les investisseurs . mais bien souvent , la réalité se reflète dans les cours boursiers , suffit de regarder les actions srp groupe sa qui sont en chute depuis le 8 juin dernier . même les investisseurs devraient se méfier ! ! vraiment à éviter , fuir et oublier !",1,TrustPilot,ShowRoom,1516,1,2020-06-11 00:00:00+00:00
1472,"je viens de faire 1 réclamation pour une robe d'été que j'attendais avec impatience . je viens de recevoir un truc horrible en `` filet de pêche '' très fragile qui est vraiment horrible et surtout qui ne ressemble pas à ce qui était affiché durant la vente . c'est une honte ! + de la publicité mensongère . je viens de faire une réclamation sur le site , j'espère avoir une réponse . rien de grave car pas cher ( je ne suis pas inquiète pour le remboursement ) mais quand même ....",1,TrustPilot,ShowRoom,1517,1,2020-06-10 00:00:00+00:00
1473,"je ne peux mettre que 0 comme note car mon séjour à été annulé par de manière cavalière moins de 25 jours avant notre départ sans possibilité de remboursement ... un simple mail de showroomprive prestataire qui vendait ces séjours pour nous prévenir de l annulation , pas de solutions de remplacement , pas de remboursement ... on nous parle d un avoir mais toujours rien reçu mais je ne souhaite pas cet avoir cette société n est pas respectueuse et fait de la rétention des sommes versees .. maintenant j ai juste mes yeux pour pleurer et aussi des vacances gâchés car un partie de mon budget est retenu par cette société qui n à aucun scrupules .. j ai téléphone plusieurs fois j ai affaire à des personnes non concernées et robotisées .... j ai saisi ufc que choisir qui m à répondu que je pouvais refuser l avoir et me faire rembourser ... mais à ce jour tjs la même réponse non ... société non serieuse",1,TrustPilot,ShowRoom,1518,1,2020-06-09 00:00:00+00:00
1474,"service client qui ne sert à rien ! ! ! livraison incomplète , incompétence du service qui apres mail et appel ne font rien et ne comprenne rien ! ! ! ! derniere fois que.je.commande sur leur site ! ! !",1,TrustPilot,ShowRoom,1519,1,2020-06-09 00:00:00+00:00
1475,"numero de commande showroom 196166457a fuir ! ! ! ! il m'ont prelevé en mars 2020 livraison prevu pour le 08/06 , le jour j personne ! ! ! aucun retour , ni annonce de retard , plusieurs appels vers le sav rien ... ; 1100 euros parti en eclat , je suis en train de faire une procédure avec ma banque pour des poursuites pour escroquerie ....... pour encaisser c'est le premiers ! ! pour donner le produit les derniers",1,TrustPilot,ShowRoom,1520,1,2020-06-09 00:00:00+00:00
